"District Code","Building Code","Type","CHARTCD","CHARTNAME","ISD","City Code","Geoloc","Building Name","ADDR1","ADDR2","CITY1","CITY2","ZIP1","ZIP2","COMNAME","GRADESET","MAGNET","REGCFG","EIN","NCES","FUNCTION","RELORIENT","LNAME","FNAME","MIDINIT","HONORIFIC","ADASSIGN","TELEPHONE","FAX","EMAIL","WEBADDR","OPENDATE","CLOSEDATE","STATUS","OWNERSHIP","HDCOUNT","HISTORY","GRADESTR"
"78030","00973","05",,,"78","78",,"Durand Middle School","9550 EAST LANSING RD","9550 EAST LANSING RD","DURAND","DURAND","48429-1074","48429-1074","Durand",,,,,"261233004935",,,"Birchmeier","Barbara",,"Mrs.","04","9892883435","9892885563","birchmeierb@durand.k12.mi.us","www.durand.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, Alt, GenEd, SchlChoice, SpecEd"
"78030","03234","05",,,"78","78",,"Robert Kerr School","9591 EAST MONROE RD","9591 EAST MONROE RD","DURAND","DURAND","48429-1356","48429-1356","Durand",,,,,"261233004936",,,"Dell","James",,"Mr.","04","9892882805","9892883461","dell@durand.k12.mi.us","durand.k12.mi.us","01/01/1900",,"01","01","F",,"3-5, Alt, GenEd, SchlChoice, SpecEd"
"78040","02070","05",,,"78","78",,"Laingsburg Elementary School","117 PROSPECT ST","117 PROSPECT ST","LAINGSBURG","LAINGSBURG","48848-9653","48848-9653","Laingsburg",,,,,"262055005726",,,"Lockwood","Karen",,"Mrs.","04","5176515067","5176512615","karen.lockwood@laingsburg.k12.mi.us","laingsburg.k12.mi.us","01/01/1900",,"01",,"F",,"KG-Part, 1-5, GenEd, SchlChoice, SpecEd"
"78040","02071","05",,,"78","78",,"Laingsburg High School","8008 WOODBURY RD","8008 WOODBURY RD","LAINGSBURG","LAINGSBURG","48848-9752","48848-9752","Laingsburg",,,,,"262055005727",,,"Shastal","Matt",,"Mr.","04","5176515091","5176519621","matt.shastal@laingsburg.k12.mi.us","laingsburg.k12.mi.us","01/01/1900",,"01",,"T",,"9-12, GenEd, SchlChoice, SpecEd"
"78040","06302","05",,,"78","78",,"Laingsburg Middle School","112 HIGH ST","112 HIGH ST","LAINGSBURG","LAINGSBURG","48848-8634","48848-8634","Laingsburg",,,,,"262055005728",,,"Kingdon","Gregory",,"Mr.","04","5176515034","5176516213","greg.kingdon@laingsburg.k12.mi.us","laingsburg.k12.mi.us","01/01/1900",,"01",,"F",,"6-8, GenEd, SchlChoice, SpecEd"
"78060","02614","05",,,"78","78",,"Morrice Area Elementary School","111 EAST MASON","111 EAST MASON","MORRICE","MORRICE","48857-9695","48857-9695","Morrice",,"99",,,"262463006113",,,"Alvesteffer","Andrew",,"Mr.","04","5176253141","5176253866","alvesteffer@morrice.k12.mi.us","morrice.k12.mi.us","01/01/1900",,"01","01","F",,"KG, 1-6, GenEd, PK, SchlChoice, SpecEd"
"78060","02615","05",,,"78","78",,"Morrice Area High School","691 PURDY LN","691 PURDY LN","MORRICE","MORRICE","48857-9620","48857-9620","Morrice",,"99",,,"262463006114",,,"Heath","William",,"Mr.","04","5176253143","5176258935","heath@morrice.k12.mi.us","morrice.k12.mi.us","01/01/1900",,"01","01","T",,"7-12, GenEd, SchlChoice, SpecEd"
"78070","02685","05",,,"78","78",,"New Lothrop High School","P.O. Box 339","9285 Easton Rd.","New Lothrop","NEW LOTHROP","48460-0339","48460-9785","New Lothrop",,,,,"262529006186",,,"Berthiaume","Anthony",,"Mr.","04","8106385054","8106385057","ABerthiaume@newlothrop.k12.mi.us","www.newlothrop.k12.mi.us","09/03/1979",,"01","01","T",,"7-12, Alt, GenEd, SchlChoice, SpecEd"
"78070","03716","05",,,"78","78",,"New Lothrop Elementary School","9387 Genesee St. PO Box 279"," 9387 Genesee St","New Lothrop","New Lothrop","48460","48460-9786","New Lothrop",,,,,"262529006187",,,"Harnish","David","A","Mr.","04","8106385026","8106387289","DHarnish@newlothrop.k12.mi.us","www.newlothrop.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part, 1-6, BSAS, GenEd, PK, SchlChoice, SpecEd"
"78080","03012","05",,,"78","78",,"Perry East Elementary","P.O. Box 900","401 NORTH WATKINS","Perry","PERRY","48872-0900","48872-9109","Perry",,,,,"262790006364",,,"Judd","Mike",,"Mr.","04","5176253101","5176255003","juddm@perry.k12.mi.us","www.perry.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-5, Alt, GenEd, SpecEd"
"78080","03013","05",,,"78","78",,"Perry High School","P.O. Box 900","2555 WEST BRITTON RD","Perry","PERRY","48872-0900","48872-9603","Perry",,,,,"262790006365",,,"Belous","Robert",,"Mr.","04","5176253104","5176250012","belousr@perry.k12.mi.us","www.perry.k12.mi.us","01/01/1900",,"01","01","T",,"9-12, GenEd, SpecEd"
"78080","05403","05",,,"78","78",,"Shaftsburg Elementary Perry West Campus","P.O. Box 900","7320 BEARD RD","Perry","SHAFTSBURG","48872-0900","48882","Perry",,,,,"262790006367",,,"Zdybel","Laura",,"Ms.","04","5176755115","5176755024","zdybell@perry.k12.mi.us","www.perry.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-5, GenEd, PK, SpecEd"
"78080","06029","05",,,"78","78",,"Perry Middle School","P.O. Box 900","2775 WEST BRITTON RD","Perry","PERRY","48872-0900","48872-9604","Perry",,,,,"262790006369",,,"Metcalf","Nancy",,"Mrs.","04","5176256196","5176250120","metcalfn@perry.k12.mi.us","www.perry.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, Alt, GenEd, SpecEd"
"78100","06673","05",,,"78","78",,"Corunna High School","417 EAST KING ST","417 EAST KING ST","CORUNNA","CORUNNA","48817-1517","48817-1517","Corunna",,"99",,,"261086004554",,,"Thomas","Lyle",,"Mr.","04","9897433441","9897435901","lthomas@corunna.k12.mi.us","www.corunna.k12.mi.us","01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SpecEd"
"78100","02674","05",,,"78","78",,"Nellie Reed Elementary School","201 EAST WASHINGTON AVE","201 EAST WASHINGTON AVE","VERNON","VERNON","48476-9147","48476-9147","Corunna",,"99",,,"261086004553",,,"Six-King","Amy",,"Mrs.","04","9892884094","9892880945","asixking@corunna.k12.mi.us","www.corunna.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part, 1-5, Alt, GenEd, SpecEd"
"78100","02267","05",,,"78","78",,"Louise Peacock Elementary School","485 EAST MCARTHUR ST","485 EAST MCARTHUR ST","CORUNNA","CORUNNA","48817-1737","48817-1737","Corunna",,"99",,,"261086004552",,,"McLaughlin","Sean",,"Mr.","04","9897434464","9897434924","SMclaughlin@corunna.k12.mi.us","www.corunna.k12.mi.us","01/01/1950",,"01","01","F",,"KG-Part, 1-5, GenEd, SpecEd"
"78100","01981","07",,,"78","78","7878100","Shiawassee Street School","106 SOUTH SHIAWASSEE ST","106 SOUTH SHIAWASSEE ST","CORUNNA","CORUNNA","48817-1359","48817-1359","Corunna",,,,,"261086001414",,,"Woodruff","April",,"Ms.","08","9897438848","9897434963","awoodruff@corunna.k12.mi.us","www.corunna.k12.mi.us","09/01/2001",,"01","01","F",,", AdultEd, BSAS, PK, Tuit"
"78100","00806","05",,,"78","78",,"Corunna Middle School","400 NORTH COMSTOCK ST","400 NORTH COMSTOCK ST","CORUNNA","CORUNNA","48817-1566","48817-1566","Corunna",,"99",,,"261086004549",,,"Fattal","John",,"Mr.","04","9897435641","9897438761","jfattal@corunna.k12.mi.us","www.corunna.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, GenEd, SpecEd"
"78100","01128","05",,,"78","78",,"Elsa Meyer Elementary School","100 HASTINGS ST","100 HASTINGS ST","CORUNNA","CORUNNA","48817-1297","48817-1297","Corunna",,"99",,,"261086004550",,,"Hurley","Kathy",,"Ms.","04","9897434404","9897438854","KHurley@corunna.k12.mi.us","www.corunna.k12.mi.us","01/01/1900",,"01","01","F",,"KG,1-5, GenEd, SpecEd"
"78110","01142","05",,,"78","78",,"Emerson School","515 E. Oliver Street","515 EAST OLIVER ST","Owosso","OWOSSO","48867-2439","48867-2439","Owosso",,,,,"262721006330",,,"Perry","Christopher","A","Mr.","04","9897257361","9897295451","Perry@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-5, GenEd, SchlChoice, SpecEd"
"78110","00611","05",,,"78","78",,"Central School","600 W. Oliver Street","600 WEST OLIVER ST","Owosso","OWOSSO","48867-2218","48867-2218","Owosso",,,,,"262721006329",,,"Tuttle","Andrea","C","Mrs.","04","9897232790","9897233046","Tuttle@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-5, GenEd, SchlChoice, SpecEd"
"78110","00434","05",,,"78","78",,"Bryant School","925 Hampton Street","925 HAMPTON ST","Owosso","OWOSSO","48867-4268","48867-4268","Owosso",,,,,"262721006328",,,"Brooks","Stephen","G","Mr.","04","9897234355","9897295666","Brooks@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-5, GenEd, SchlChoice, SpecEd"
"78110","02920","05",,,"78","78",,"Owosso Middle School","219 N. Water Street","219 NORTH WATER ST","Owosso","OWOSSO","48867-2807","48867-2807","Owosso",,,,,"262721006331",,,"Collins","Richard","A","Mr.","04","9897233460","9897295760","CollinsR@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, GenEd, SchlChoice, SpecEd"
"78110","02924","05",,,"78","78",,"Owosso High School","765 E. North Street","765 EAST NORTH ST","Owosso","OWOSSO","48867-1936","48867-1936","Owosso",,,,,"262721006332",,,"Phillips","Jeffrey","M","Mr.","04","9897238231","9897295600","Phillips@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","T",,"9-12, AdultEd, GenEd, SchlChoice, SpecEd"
"78110","04367","05",,,"78","78",,"Washington School","645 Alger Avenue","645 ALGER AVE","Owosso","OWOSSO","48867-4601","48867-4601","Owosso",,,,,"262721007657",,,"Erickson","Mark","B","Mr.","04","9897255821","9897295440","perry@owosso.k12.mi.us","www.owosso.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part,1-3, GenEd, PK, SchlChoice, SpecEd"
"79000","06148","07",,,"79","79","7979020","Tuscola Technology Center","1401 CLEAVER RD","1401 CLEAVER RD","CARO","CARO","48723-9155","48723-9155","Tuscola ISD",,,,,"268098000727",,,"Ley","Steve",,"Mr.","04","9896735300","9896734228","sley@tuscolaisd.org","www.tuscolaisd.org","09/01/1980",,"01","01","F",,"9-12, GenEd, SpecEd"
"79000","01997","05",,,"79","79",,"Highland Pines School","1381 CLEAVER RD","1381 CLEAVER RD","CARO","CARO","48723-9135","48723-9135","Tuscola ISD",,,,,"268098000274",,,"Miner","Robert",,"Mr.","04","9896735200","9896724603","bminer@tuscolaisd.org","www.tuscolaisd.org","09/01/1980",,"01","01","F",,", SpecEd, SpecEdCtPr"
"79010","00033","05",,,"79","79",,"Akron-Fairgrove Elem. School","4335 LYNN ST","4335 LYNN ST","AKRON","AKRON","48701-2514","48701-2514","Akron-Fairgrove",,,,,"260201003945",,,"Crosby","Rebecca",,"Ms.","04","9896915141","9896911022","rcrosby@a-f.k12.mi.us","akronfairgrove.org","01/01/1900",,"01",,"F",,"KG,1-6, GenEd, SchlChoice, SpecEd"
"79010","00034","05",,,"79","79",,"Akron-Fairgrove Jr/Sr High School","P.O. Box 217","2800 NORTH THOMAS RD","Fairgrove","FAIRGROVE","48733-0217","48733-9787","Akron-Fairgrove",,,,,"260201003946",,,"Candela","Joseph",,"Mr.","04","9896936112","9896936160","jcandela@a-f.k12.mi.us","akronfairgrove.org","01/01/1900",,"01","01","T",,"7-12, Alt, GenEd, SchlChoice, SpecEd"
"79020","00528","05",,,"79","79",,"Schall Elementary School","325 EAST FRANK ST","325 EAST FRANK ST","CARO","CARO","48723-1641","48723-1641","Caro",,"01",,,"260804004375",,,"Chambers","Susan",,"Ms.","04","9896733168","9896724684","schambers@caro.k12.mi.us","www.caro.k12.mi.us","01/01/1900",,"01","01","F",,"3-5, GenEd, SchlChoice, SpecEd"
"79020","00529","05",,,"79","79",,"Caro High School","301 NORTH HOOPER ST","301 NORTH HOOPER ST","CARO","CARO","48723-1474","48723-1474","Caro",,"01",,,"260804004376",,,"Joslyn","Michael",,"Mr.","04","9896733165","9896738707","mjoslyn@caro.k12.mi.us","www.caro.k12.mi.us","01/01/1900",,"01","01","T",,"9-12, GenEd, SchlChoice, SpecEd"
"79020","06416","05",,,"79","79",,"Caro Middle School","299 NORTH HOOPER ST","299 NORTH HOOPER ST","CARO","CARO","48723-1588","48723-1588","Caro",,"01",,,"260804004378",,,"Nordstrom","JoAnn",,"Mrs.","04","9896733167","9896731225","jnordstrom@caro.k12.mi.us","www.caro.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, GenEd, SchlChoice, SpecEd"
"79020","07809","05",,,"79","79",,"Caro Education Center","1205 EAST CARO RD","1205 EAST CARO RD","CARO","CARO","48723-1205","48723-1205","Caro",,"01",,,"260804000994",,,"McBride","Brian",,"Mr.","09","9896736845",,"bmcbride@caro.k12.mi.us","www.caro.k12.mi.us","01/01/1900",,"01","03","F",,"9-12, AdultEd, Alt, GenEd, SchlChoice"
"79020","04973","05",,,"79","79",,"McComb Elementary School","303 NORTH HOOPER ST","303 NORTH HOOPER ST","CARO","CARO","48723-1474","48723-1474","Caro",,"01",,,"260804004377",,,"Wheeler","David",,"Mr.","04","9896733169",,"dwheeler@caro.k12.mi.us","www.caro.k12.mi.us","01/01/1900",,"01","01","F",,"KG, KG-Part, 1-2, GenEd, PK, SchlChoice, SpecEd"
"79030","05011","05",,,"79","79",,"Cass City Middle School","4805 ALE ST","4805 ALE ST","CASS CITY","CASS CITY","48726-1200","48726-1200","Cass City",,"99",,,"260840004394",,,"Markel","Donald",,"Mr.","04","9898724397","9898722990","dmarkel@casscity.k12.mi.us","www.casscity.k12.mi.us","01/01/1900",,"01","01","F",,"5-8, GenEd, SpecEd"
"79030","00509","05",,,"79","79",,"Campbell Elementary School","6627 ROSE ST","6627 ROSE ST","CASS CITY","CASS CITY","48726-1220","48726-1220","Cass City",,"99",,,"260840004390",,,"Fernald","Aaron",,"Mr.","04","9898722158","9898723910","afernald@casscity.k12.mi.us",,"01/01/1900",,"01","01","F",,"KG,KG-Part,1-4, GenEd, PK, SpecEd"
"79030","00552","05",,,"79","79",,"Cass City High School","4868 SEEGER ST","4868 SEEGER ST","CASS CITY","CASS CITY","48726-9401","48726-9401","Cass City",,"99",,,"260840004391",,,"Daniels","Chad",,"Mr.","04","9898722148","9898722068","cdaniels@casscity.k12.mi.us",,"01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SchlChoice, SpecEd"
"79080","02042","05",,,"79","79",,"Kingston High School","5790 State Street","5790 STATE ST","Kingston","KINGSTON","48741-9522","48741-5105","Kingston",,,,,"262040005724",,,"McLaughlin","Mike","J","Mr.","04","9896832550","9896832644","mmclaughlin@kingston.k12.mi.us","www.kingston.k12.mi.us","01/01/1900",,"01","01","T",,"7-12, GenEd, SchlChoice, SpecEd"
"79080","02043","05",,,"79","79",,"Kingston Elementary School","3644 Ross Street","3644 ROSS ST","Kingston","KINGSTON","48741-9775","48741-8747","Kingston",,,,,"262040005725",,,"Walker","Lane",,"Mr.","14","9896832284","9896833318","lwalker@kingston.k12.mi.us","www.kingston.k12.mi.us","01/01/1900",,"01","01","F",,"KG-Part, 1-6, GenEd, PK, SchlChoice, SpecEd"
"79090","05807","05",,,"79","79",,"Mayville Middle School","6210 FULTON ST","6210 FULTON ST","MAYVILLE","MAYVILLE","48744-9103","48744-9103","Mayville",,,,,"262328006015",,,"Blackburn","Rhonda",,"Mrs.","04","9898436115","9898437209","Blackburj@mayville.k12.mi.us","mayville.k12.mi.us","01/01/1900",,"01","01","F",,"6-8, GenEd"
"79090","02452","05",,,"79","79",,"Mayville High School","6250 FULTON ST","6250 FULTON ST","MAYVILLE","MAYVILLE","48744-9103","48744-9103","Mayville",,,,,"262328006013",,,"Blackburn","Rhonda","A","Mrs.","04","9898436115","9898437208","Blackbur@mayville.k12.mi.us","mayville.k12.mi.us","01/01/1900",,"01","01","T",,"9-12, GenEd"
"79090","02453","05",,,"79","79",,"Mayville Elementary School","106 ORCHARD ST","106 ORCHARD ST","MAYVILLE","MAYVILLE","48744-9104","48744-9104","Mayville",,,,,"262328006014",,,"Blackmer","Martin",,"Mr.","04","9898436115","9898437218","blackmer@mayville.k12.mi.us","mayville.k12.mi.us","01/01/1900",,"01",,"F",,"KG, 1-5, GenEd"
"79100","02570","05",,,"79","79",,"Millington High School","8780 DEAN DR","8780 DEAN DR","MILLINGTON","MILLINGTON","48746-9694","48746-9694","Millington",,,,,"262391006075",,,"Bearss  II","Roger","E","Mr.","04","9898715220","9898715244","roger.bearss@mcsdistrict.com","www.mcsdistrict.com","01/01/1900",,"01","01","T",,"9-12, GenEd, SchlChoice, SpecEd, Virtual"
"79100","05276","05",,,"79","79",,"Kirk Elementary School","8664 DEAN DR","8664 DEAN DR","MILLINGTON","MILLINGTON","48746-9694","48746-9694","Millington",,,,,"262391006076",,,"Kujat","Mickie",,"Mrs.","04","9898715270","9898715217","Mickie.Kujat@mcsdistrict.com","www.mcsdistrict.com","01/01/1900",,"01","01","F",,"KG,1-4, GenEd, SchlChoice, SpecEd"
"79100","06450","05",,,"79","79",,"Meachum Junior High School","8537 GLEASON ST","8537 GLEASON ST","MILLINGTON","MILLINGTON","48746-9601","48746-9601","Millington",,,,,"262391006078",,,"Yorke","Jeffrey",,"Mr.","04","9898715242","9898715249","gary.iwinski@mcsdistrict.com","www.mcsdistrict.com","01/01/1900",,"01","01","F",,"5-8, GenEd, SchlChoice, SpecEd"
"79110","06674","05",,,"79","79",,"Reese Middle School","P.O. Box 389","9590 SAGINAW ST","Reese","REESE","48757-0389","48757-9201","Reese",,"99",,,"262952006538",,,"Hurst","David",,"Mr.","04","9898684157","9898681609","dhurst@reese.k12.mi.us","www.reese.k12.mi.us","01/01/1900",,"01",,"F",,"5-8, GenEd, SchlChoice, SpecEd"
"79110","05372","05",,,"79","79",,"Reese Elementary School","P.O. Box 389","9535 CENTER ST","Reese","REESE","48757-0389","48757-9205","Reese",,"99",,,"262952006537",,,"Krieger","Kristine",,"Mrs.","04","9898684561","9898684446","kkrieger@reese.k12.mi.us","www.reese.k12.mi.us","01/01/1900",,"01",,"F",,"KG, 1-4, GenEd, PK, SchlChoice, SpecEd"
"79110","03173","05",,,"79","79",,"Reese High School","P.O. Box 389","1696 SOUTH VAN BUREN RD","Reese","REESE","48757-0389","48757-9207","Reese",,"99",,,"262952006536",,,"Middlin","Randal",,"Mr.","04","9898684191","9898684091","rmiddlin@reese.k12.mi.us","www.reese.k12.mi.us","01/01/1900",,"01",,"T",,"9-12, GenEd, SchlChoice, SpecEd"
"79145","03431","05",,,"79","79",,"Unionville-Sebewaing Middle School","2203 WILDNER RD","2203 WILDNER RD","SEBEWAING","SEBEWAING","48759-9506","48759-9506","Unionville-Sebewaing",,,,,"263444006986",,,"Rierson","George",,"Mr.","04","9898833140","9898839469","riersong@usak12.org","www.think-usa.org","01/01/1900",,"01","01","F",,"5-8, GenEd, SchlChoice, SpecEd"
"79145","04255","05",,,"79","79",,"Unionville-Sebewaing High School","2203 WILDNER RD","2203 WILDNER RD","SEBEWAING","SEBEWAING","48759-9506","48759-9506","Unionville-Sebewaing",,,,,"263444006987",,,"Rierson","George",,"Mr.","04","9898832534","9898839739","riersong@usak12.org","www.think-usa.org","01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SchlChoice, SpecEd"
"79145","04909","05",,,"79","79",,"Unionville-Sebewaing Elem. School","7835 NORTH UNIONVILLE RD","7835 NORTH UNIONVILLE RD","UNIONVILLE","UNIONVILLE","48767-9202","48767-9202","Unionville-Sebewaing",,,,,"263444006988",,,"Treiber","Libby",,"Mrs.","04","9898839147","9898839193","treiberl@usak12.org","www.think-usa.org","01/01/1900",,"01","01","F",,"RetK,RetK-Part,KG,KG-Part,1-4, GenEd, PK, SchlChoi"
"79150","04846","05",,,"79","79",,"Vassar Junior High School","220 ATHLETIC ST","220 ATHLETIC ST","VASSAR","VASSAR","48768-1205","48768-1205","Vassar",,,,,"263471007057",,,"Wojno","Paul",,"Mr.","04","9898238533","9898237823","pwojno@vassar.k12.mi.us","http://www.vassar.k12.mi.us/","01/01/1900",,"01","01","F",,"7-8, GenEd, SchlChoice, SpecEd"
"79150","07857","05",,,"79","79",,"Pioneer Work and Learn Center","150 ENTERPRISE DR","150 ENTERPRISE DR","VASSAR","VASSAR","48768-9584","48768-9584","Vassar",,,,,"263471000275",,,"Haines","William",,"Mr.","04","9898239303","9898233733","bhaines@vassar.k12.mi.us","www.vassar.k12.mi.us","01/01/1900",,"01","05","F",,"7-12, Alt, RCCI, SpecEd"
"79150","04287","05",,,"79","79",,"Vassar Senior High School","220 ATHLETIC ST","220 ATHLETIC ST","VASSAR","VASSAR","48768-1205","48768-1205","Vassar",,,,,"263471007056",,,"Wojno","Paul",,"Mr.","04","9898238534","9898237823","pwojno@vassar.k12.mi.us","http://www.vassar.k12.mi.us/","01/01/1900",,"01","01","T",,"9-12, GenEd, SchlChoice, SpecEd"
"79150","04195","05",,,"79","79",,"Townsend North School","220 ATHLETIC ST","524 ATHLETIC ST","VASSAR","VASSAR","48768-1205","48768","Vassar",,,,,"263471007055",,,"Weirauch","Cheryl",,"Mrs.","04","9898237722","9898237513","cweirauch@vassar.k12.mi.us","www.vassar.k12.mi.us","01/01/1900",,"01","01","F",,"RetK-Part, KG, KG-Part, 1-2, GenEd, PK, SchlChoice"
"79150","00612","05",,,"79","79",,"Central School","220 ATHLETIC ST","425 DIVISION ST","VASSAR","VASSAR","48768-1205","48768","Vassar",,,,,"263471007054",,,"Marcy","Phil",,"Mr.","04","9898238566","9898237516","pmarcy@vassar.k12.mi.us","www.vassar.k12.mi.us","01/01/1900",,"01","01","F",,"3-6, GenEd, SchlChoice, SpecEd"
"80000","06908","05",,,"80","80",,"Bert Goens Learning Center","490 SOUTH PAW PAW ST","701 SOUTH PAW PAW ST","LAWRENCE","LAWRENCE","49064-9328","49064-9507","Van Buren ISD",,,,,"268098500729",,,"Buchler","Robin",,,"04","2696748091","2696743921","rbuchler@vbisd.org","www.vbisd.org","01/01/1900",,"01","01","F",,"11, SpecEd"
"80000","06546","07",,,"80","80","8080130","Van Buren Technology Center","490 SOUTH PAW PAW ST","250 SOUTH ST","LAWRENCE","LAWRENCE","49064-9328","49064-9325","Van Buren ISD",,,,,"268098500728",,,"Starkweather","Scott",,"Mrs.","06","2696748091","2696748954","sstark@vbisd.org","www.vbisd.org","01/01/1900",,"01","01","F",,"11-12, GenEd"
"80010","07769","05",,,"80","80",,"Baseline Middle School","7357 BASELINE RD","7357 BASELINE RD","SOUTH HAVEN","SOUTH HAVEN","49090-9177","49090-9177","South Haven",,"99",,,"263230000022",,,"Weiss","John","B","Mr.","04","2696370530","2696399689","jweiss@shps.org","www.shps.org","01/01/1900",,"01","01","F",,"6-8, GenEd, SpecEd"
"80010","03515","05",,,"80","80",,"South Haven High School","600 ELKENBURG ST","600 ELKENBURG ST","SOUTH HAVEN","SOUTH HAVEN","49090-1980","49090-1980","South Haven",,"99",,,"263230006770",,,"Peters","Shane",,"Mr.","04","2696370500","2696370516","speters@shps.org","www.shps.org","01/01/1900",,"01","01","T",,"9-12, Alt, SpecEd"
"80010","02345","05",,,"80","80",,"Maple Grove Elementary School","72399 12TH AVE","72399 12TH AVE","SOUTH HAVEN","SOUTH HAVEN","49090-8983","49090-8983","South Haven",,"99",,,"263230006769",,,"Jenkins","Chip",,"Mr.","04","2696370549","2696370550","cjenkins@shps.org",,"01/01/1900",,"01","01","F",,"KG-Part, 1-3, GenEd, PK, SpecEd"
"80010","02216","05",,,"80","80",,"Lincoln School","500 ELKENBURG ST","500 ELKENBURG ST","SOUTH HAVEN","SOUTH HAVEN","49090-1907","49090-1907","South Haven",,"99",,,"263230006768",,,"Frost","Carey",,"Mrs.","04","2696370540","2696398267","CFrost@shps.org",,"01/01/1900",,"01","01","F",,"KG-Part, 1-3, GenEd, PK, SpecEd"
"80020","00189","05",,,"80","80",,"Bangor High School","801 WEST ARLINGTON ST","801 WEST ARLINGTON ST","BANGOR","BANGOR","49013-1108","49013-1108","Bangor (Van Buren)",,,,,"260387004072",,,"Melvin","Jeff","R","Mr.","04","2694276844","2694276825","jmelvin@bangorvikings.org","www.bangorvikings.org","01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SpecEd"
"80020","07220","07",,,"80","80","8080020","Bangor Career Academy","801 WEST ARLINGTON ST","799 WEST ARLINGTON ST","BANGOR","BANGOR","49013-1108","49013-1197","Bangor (Van Buren)",,,,,"260387007447",,,"Johnson","Lynn",,"Mr.","09","2694276839","2694278274","ljohnson@bangorvikings.org","www.bangorvikings.org","01/01/1900",,"01","01","F",,"9-12, AdultEd, Alt"
"80020","04961","05",,,"80","80",,"Bangor Middle School","803 WEST ARLINGTON ST","803 WEST ARLINGTON ST","BANGOR","BANGOR","49013-1108","49013-1108","Bangor (Van Buren)",,,,,"260387004073",,,"Greydanus","James","A","Mr.","04","2694276824","2694276892","jgreydanus@bangorvikings.org","www.bangorvikings.org","01/01/1900",,"01","01","F",,"5-8, Alt, GenEd, SpecEd"
"80020","08412","05",,,"80","80",,"South Walnut Elementary School","309 SOUTH WALNUT ST","309 SOUTH WALNUT ST","BANGOR","BANGOR","49013-1350","49013-1350","Bangor (Van Buren)",,,,,"260387000730",,,"Davison","Jeremy",,"Mr.","04","2694276863","2694276893","jdavison@bangorvikings.org","www.bangorvikings.org","12/02/1996",,"01","01","F",,"KG,1-4, Alt, GenEd, PK, SpecEd"
"80040","07237","05",,,"80","80",,"Covert Middle School","35323 M 140 HWY","35323 M 140 HWY","COVERT","COVERT","49043-8784","49043-8784","Covert",,,,,"261098007452",,,"Alexander","Michael",,"Mr.","04","2697643740","2697648598","alexanderm@covertps.org","www.covertps.org","01/01/1900",,"01","01","F",,"6-8, GenEd, SchlChoice, SpecEd"
"80040","00816","05",,,"80","80",,"Covert Elementary School","35323 M 140 HWY","35323 M 140 HWY","COVERT","COVERT","49043-8784","49043-8784","Covert",,,,,"261098004555",,,"Jones","Ricky",,"Mr.","04","2697643721","2697648598","robyl@covertps.org","covertps.org","01/01/1900",,"01","01","F",,"KG,1-5, BSAS, GenEd, PK"
"80040","00817","05",,,"80","80",,"Covert High School","35323 M 140 HWY","35323 M 140 HWY","COVERT","COVERT","49043-8784","49043-8784","Covert",,,,,"261098004556",,,"Alexander","Michael","L","Mr.","04","2697643740","2697648598","alexanderm@covertps.org","www.covertps.org","01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SchlChoice, SpecEd"
"80050","00888","05",,,"80","80",,"Decatur High School","110 CEDAR ST","110 CEDAR ST","DECATUR","DECATUR","49045-8848","49045-8848","Decatur",,,,,"261167004624",,,"Kawaski","Jeff",,"Mr.","04","2694236850","2694236899","jkawaski@raiderpride.org","www.raiderpride.org","01/01/1900",,"01","01","T",,"9-12, Alt, GenEd, SchlChoice, SpecEd, Virtual"
"80050","05056","05",,,"80","80",,"Decatur Middle School","405 NORTH PHELPS ST","405 NORTH PHELPS ST","DECATUR","DECATUR","49045-8849","49045-8849","Decatur",,,,,"261167004626",,,"Messenger","Jason",,"Mr.","04","2694236900","2694236949","jmessenger@raiderpride.org","www.raiderpride.org","01/01/1900",,"01","01","F",,"5-8, GenEd, SchlChoice, SpecEd"
